Exp. number,gener. method,class. method,f1,precision,recall,accuracy
31,CTGANConsistency,Boosting classifier,0.4015012080361528,0.45356793743890517,0.49699742869785263,0.6432354357246028
32,CTGANConsistency,Boosting classifier,0.4549179016207435,0.5461944634313056,0.5134669416547106,0.6249398170438132
33,CTGANConsistency,Boosting classifier,0.4077623065280317,0.5001854795972444,0.5000142465798033,0.6437168993740973
34,CTGANConsistency,Boosting classifier,0.4154130784939213,0.5196792053411496,0.5012712007034994,0.6682715454983149
35,CTGANConsistency,Boosting classifier,0.4357084485737206,0.5474560518349355,0.508967784022481,0.6336061627347135
36,CTGANConsistency,Boosting classifier,0.4136081309994354,0.3533526290400386,0.49863852961198096,0.7053442465093885
37,CTGANConsistency,Boosting classifier,0.45566039691308124,0.5257495518983216,0.5118901836855619,0.5556090515166104
38,CTGANConsistency,Boosting classifier,0.4109532809310423,0.3822664080181054,0.49598366333139216,0.693307655272027
39,CTGANConsistency,Boosting classifier,0.4335076347426604,0.4780841799709724,0.49943013563526667,0.7534906114588349
40,CTGANConsistency,Boosting classifier,0.4485054968099951,0.5516129032258065,0.5149174379571958,0.6037554164660568
41,CTGANConsistency,Boosting classifier,0.4339600979925754,0.5050444315657298,0.5010747211589908,0.6422725084256139
42,CTGANConsistency,Boosting classifier,0.4028028964347662,0.442825535589013,0.49779697669099454,0.6596051998074145
43,CTGANConsistency,Boosting classifier,0.487576698926823,0.5025589727159838,0.5020628205925767,0.5310544053923929
44,CTGANConsistency,Boosting classifier,0.4275530723975896,0.4890379871731623,0.49877687085914085,0.6880115551275878
45,CTGANConsistency,Boosting classifier,0.40540762616062215,0.47042427232363093,0.496975771871803,0.6326432354357246
46,CTGANConsistency,Boosting classifier,0.4108319108344211,0.6369617803580068,0.5029801254789675,0.673567645642754
47,CTGANConsistency,Boosting classifier,0.41411857331567575,0.5492046442637205,0.50203779020505,0.6750120365912373
0,TabFairGan,Boosting classifier,0.40700885580506846,0.5080360012857602,0.5000535067236549,0.6822339913336543
1,TabFairGan,Boosting classifier,0.43361630879995927,0.5776685660018993,0.5085835400897554,0.6697159364467983
2,TabFairGan,Boosting classifier,0.4265149334088977,0.5896630496858938,0.5035156389953782,0.7067886374578719
3,TabFairGan,Boosting classifier,0.4193726812923787,0.5087234816860402,0.5008534656990565,0.6624939817043813
4,TabFairGan,Boosting classifier,0.41265365490647093,0.44966216216216215,0.49942481955988494,0.6981222917669716
5,TabFairGan,Boosting classifier,0.4490716180371353,0.5960965641451925,0.5145812968393614,0.672604718343765
6,TabFairGan,Boosting classifier,0.4245342431233971,0.5374135772224944,0.5029514392158126,0.6807896003851709
7,TabFairGan,Boosting classifier,0.41342389443324584,0.5133784655061251,0.5002714547357404,0.6918632643235436
8,TabFairGan,Boosting classifier,0.4253880804233666,0.5314537568210438,0.502438013929649,0.68608570052961
9,TabFairGan,Boosting classifier,0.43049081436797365,0.5420282867245259,0.5003238141467776,0.7501203659123736
10,TabFairGan,Boosting classifier,0.47231140444255193,0.5934973124561813,0.5245367010456808,0.6552720269619644
11,TabFairGan,Boosting classifier,0.4578056541340652,0.6054726368159205,0.5155812244271124,0.6971593644679827
12,TabFairGan,Boosting classifier,0.41028701615020835,0.6538399090761486,0.507603021950466,0.641309581126625
13,TabFairGan,Boosting classifier,0.41347320420030964,0.4788716456514711,0.4992900412395326,0.6880115551275878
14,TabFairGan,Boosting classifier,0.39783728858710327,0.4416927549194991,0.4983987349545566,0.6499759268175253
15,TabFairGan,Boosting classifier,0.4100998035780644,0.4460424710424711,0.4993916520293139,0.6909003370245547
16,TabFairGan,Boosting classifier,0.40872963039525173,0.5936144578313254,0.5004188453452644,0.687048627828599
17,TabFairGan,Boosting classifier,0.4203958163572839,0.6556949806949807,0.5018183334911552,0.7111218103033221
18,TabFairGan,Boosting classifier,0.4049319553872915,0.38962264150943393,0.4975682986723966,0.6764564275397208
19,TabFairGan,Boosting classifier,0.3950614517987454,0.8246628131021194,0.5006858710562414,0.6494944631680308
20,TabFairGan,Boosting classifier,0.49812827366237544,0.5939979346299268,0.5346112173033087,0.6557534906114588
21,TabFairGan,Boosting classifier,0.4131156406279343,0.843222383019778,0.5030581039755352,0.687048627828599
22,TabFairGan,Boosting classifier,0.4256491137868503,0.6897163120567376,0.5039844278943805,0.7125662012518055
23,TabFairGan,Boosting classifier,0.39909579667644185,0.4344015918039033,0.4968302382384348,0.646605681271064
24,TabFairGan,Boosting classifier,0.4124469589816125,0.3511560693641618,0.4996572995202193,0.7019740009629273
25,TabFairGan,Boosting classifier,0.41349345398321374,0.4739608506524891,0.49952593081449703,0.6961964371689937
26,TabFairGan,Boosting classifier,0.415042960741272,0.5506274131274131,0.5005800861779123,0.7005296100144439
27,TabFairGan,Boosting classifier,0.4098944127613853,0.49204160619254955,0.4998235311786615,0.6822339913336543
28,TabFairGan,Boosting classifier,0.43095890410958904,0.37885356454720615,0.4996823379923761,0.7573423206547906
29,TabFairGan,Boosting classifier,0.44522118744704675,0.5915046867291565,0.5102099906861634,0.6976408281174772
30,TabFairGan,Boosting classifier,0.41902097902097896,0.3606162734713529,0.5,0.7212325469427058
31,TabFairGan,Boosting classifier,0.4172016701086469,0.6056626506024096,0.5004948092981268,0.7111218103033221
32,TabFairGan,Boosting classifier,0.42366425240128147,0.42861889801836633,0.49860129511903495,0.7298988926336062
33,TabFairGan,Boosting classifier,0.4109532809310423,0.8465799614643545,0.5007836990595611,0.693307655272027
34,TabFairGan,Boosting classifier,0.4221522329703873,0.6062107298211696,0.5019857181906696,0.7116032739528165
35,TabFairGan,Boosting classifier,0.4279922312984796,0.5895670157528822,0.5023593927128321,0.7231584015406837
36,TabFairGan,Boosting classifier,0.4250040541818404,0.5235092568598658,0.5017802633874062,0.6884930187770824
37,TabFairGan,Boosting classifier,0.4527670316913169,0.566372930054771,0.5112528270702853,0.687048627828599
38,TabFairGan,Boosting classifier,0.45244083346820924,0.5696413355023626,0.5132290648419681,0.6682715454983149
39,TabFairGan,Boosting classifier,0.4143550799055907,0.6826583092253294,0.5012500687455316,0.698603755416466
40,TabFairGan,Boosting classifier,0.4214754993926063,0.6509917755200774,0.5034485806786665,0.7014925373134329
41,TabFairGan,Boosting classifier,0.41443473357767124,0.3538757823784304,0.5,0.7077515647568609
42,TabFairGan,Boosting classifier,0.41072278183325855,0.6775956284153005,0.5011933148450526,0.6884930187770824
43,TabFairGan,Boosting classifier,0.4158260623851509,0.4481968810916179,0.4970795804706079,0.6904188733750601
44,TabFairGan,Boosting classifier,0.41657303370786514,0.3570052961001444,0.5,0.7140105922002888
45,TabFairGan,Boosting classifier,0.43016339012669286,0.6205654327001137,0.5065164927984555,0.6976408281174772
46,TabFairGan,Boosting classifier,0.42655991165102153,0.37264833574529665,0.4987088444157521,0.7438613384689456
47,TabFairGan,Boosting classifier,0.3851610622606501,0.49578844270323214,0.4997111856548505,0.588348579682234
0,TabFairGanConsistent,Boosting classifier,0.43448268606405427,0.60259009009009,0.5083623832603306,0.6884930187770824
1,TabFairGanConsistent,Boosting classifier,0.421293498319494,0.5657156706599266,0.5021030424309308,0.7010110736639383
2,TabFairGanConsistent,Boosting classifier,0.40298936475998853,0.3376685934489403,0.49964362081254454,0.6750120365912373
3,TabFairGanConsistent,Boosting classifier,0.40917492786609777,0.5169229218853474,0.5011992450520302,0.6470871449205585
4,TabFairGanConsistent,Boosting classifier,0.42576721039535526,0.37090558766859344,0.49967553536664505,0.7414540202214733
5,TabFairGanConsistent,Boosting classifier,0.41383384541029444,0.6206211046636578,0.5024103241322296,0.6851227732306211
6,TabFairGanConsistent,Boosting classifier,0.41915813176436406,0.6021024649589173,0.5018778278531872,0.7034183919114106
7,TabFairGanConsistent,Boosting classifier,0.43303182483973446,0.669853160405486,0.5052657423454651,0.7236398651901781
8,TabFairGanConsistent,Boosting classifier,0.42936346567180994,0.5543894503469523,0.504133244060513,0.692344727973038
9,TabFairGanConsistent,Boosting classifier,0.4228662948883701,0.5285691292451312,0.5004114882893911,0.7226769378911893
10,TabFairGanConsistent,Boosting classifier,0.42084047832223015,0.45078324386165625,0.49871314900549485,0.7168993740972557
11,TabFairGanConsistent,Boosting classifier,0.4100089846881556,0.464572192513369,0.49844778376536236,0.6750120365912373
12,TabFairGanConsistent,Boosting classifier,0.4001855296096678,0.6186226964112512,0.5036717905608262,0.6369764082811747
13,TabFairGanConsistent,Boosting classifier,0.4163605141281157,0.6773855577047065,0.503556401522741,0.6880115551275878
14,TabFairGanConsistent,Boosting classifier,0.41614631280383574,0.7474903474903476,0.5027976728250385,0.6952335098700048
15,TabFairGanConsistent,Boosting classifier,0.4129441820206928,0.5233747634392103,0.5009703254518277,0.6754935002407318
16,TabFairGanConsistent,Boosting classifier,0.41942970926416223,0.6005079825834543,0.5022934463184529,0.7000481463649495
17,TabFairGanConsistent,Boosting classifier,0.40718133912086113,0.46677520501688374,0.4997046969794413,0.6827154549831488
18,TabFairGanConsistent,Boosting classifier,0.44176175675387985,0.7003713010538949,0.5118725388232575,0.7082330284063553
19,TabFairGanConsistent,Boosting classifier,0.4298132278354447,0.5570021749637506,0.5011327047332291,0.7376023110255175
20,TabFairGanConsistent,Boosting classifier,0.39892691774377265,0.5538958939540899,0.5016778895028736,0.6398651901781416
21,TabFairGanConsistent,Boosting classifier,0.4145997745208568,0.35411651420317763,0.5,0.7082330284063553
22,TabFairGanConsistent,Boosting classifier,0.4007743891948508,0.4854044357469015,0.49901194299478124,0.6326432354357246
23,TabFairGanConsistent,Boosting classifier,0.41590105346735384,0.5186705295348463,0.5002580272040751,0.7029369282619162
24,TabFairGanConsistent,Boosting classifier,0.4025611068299733,0.5009601361205639,0.5000403496836381,0.6490129995185363
25,TabFairGanConsistent,Boosting classifier,0.4203388327432828,0.5468643655809431,0.5021000302805196,0.6909003370245547
26,TabFairGanConsistent,Boosting classifier,0.4497930432426738,0.6343223849578026,0.5195933642085944,0.661049590755898
27,TabFairGanConsistent,Boosting classifier,0.41201925021231856,0.5390953328909533,0.5018482075262566,0.666345690900337
28,TabFairGanConsistent,Boosting classifier,0.4121107047258273,0.5465250965250965,0.5005250075701299,0.692344727973038
29,TabFairGanConsistent,Boosting classifier,0.41417657045840406,0.40807006232538146,0.49808981764512805,0.7024554646124218
30,TabFairGanConsistent,Boosting classifier,0.43000162480482523,0.6170855485741904,0.5022969106670049,0.7332691381800674
31,TabFairGanConsistent,Boosting classifier,0.4128232131825096,0.43340576211170123,0.4990856454624811,0.698603755416466
32,TabFairGanConsistent,Boosting classifier,0.41774308325965537,0.504863595706619,0.5001445980175113,0.699566682715455
33,TabFairGanConsistent,Boosting classifier,0.41736893150687493,0.4812469850458273,0.49982400742450994,0.7116032739528165
34,TabFairGanConsistent,Boosting classifier,0.4113098425990972,0.48050690838686966,0.49952118978394094,0.68608570052961
35,TabFairGanConsistent,Boosting classifier,0.4090022333628795,0.5283443958771787,0.5010968690418763,0.6653827636013481
36,TabFairGanConsistent,Boosting classifier,0.4241563319818746,0.8656069364161849,0.5008944543828264,0.7313432835820896
37,TabFairGanConsistent,Boosting classifier,0.41355568077037064,0.5243241597661958,0.5012625863583786,0.6701974000962927
38,TabFairGanConsistent,Boosting classifier,0.4089107384118151,0.46311375789985415,0.4983915007642359,0.6721232546942706
39,TabFairGanConsistent,Boosting classifier,0.4370825029892388,0.6304825813820674,0.5053668534113197,0.7298988926336062
40,TabFairGanConsistent,Boosting classifier,0.4130497876717211,0.44318514899853445,0.49623214887385636,0.6793452094366875
41,TabFairGanConsistent,Boosting classifier,0.42654706138776455,0.5347774244833068,0.5028444430959678,0.6856042368801155
42,TabFairGanConsistent,Boosting classifier,0.43241731143935896,0.4504140786749482,0.49909125403149307,0.7558979297063072
43,TabFairGanConsistent,Boosting classifier,0.42674828135053683,0.6238109161793373,0.506819231058288,0.68608570052961
44,TabFairGanConsistent,Boosting classifier,0.40026887534120864,0.48986705577172507,0.49955618090370696,0.6432354357246028
45,TabFairGanConsistent,Boosting classifier,0.4195081050866406,0.3613384689455946,0.5,0.7226769378911893
46,TabFairGanConsistent,Boosting classifier,0.419328655215752,0.5154313712284483,0.5009856195261283,0.6812710640346654
47,TabFairGanConsistent,Boosting classifier,0.40934425361036647,0.6243616287094548,0.5019085748178275,0.6769378911892152
