Exp. number,gener. method,regg. method,explained_variance,max_error,r2,mean_squared_error
25,CTGAN,Boosting regressor,-0.11878374262056512,3.2908808139745407,-0.12847246048495475,0.6749498962291348
26,CTGAN,Boosting regressor,-0.19646521904821834,2.193665775259675,-0.2346133677875748,0.3460446188475081
27,CTGAN,Boosting regressor,-0.042564197280360316,3.564174470853112,-0.04577141609355895,0.8794253698885314
28,CTGAN,Boosting regressor,-0.04013015272797449,3.627424230490705,-0.06603714183864162,1.293066319633725
29,CTGAN,Boosting regressor,-0.12941343357044222,1.8424614733207998,-0.16243734292775125,0.23559165326727707
30,CTGAN,Boosting regressor,-0.036105128670427256,3.6470549639292895,-0.036119102536850356,0.9081672186631189
31,CTGAN,Boosting regressor,-0.01026814549582955,3.099134095262658,-0.017815106104838607,0.45282631452855143
32,CTGAN,Boosting regressor,-0.06645927530942752,2.9245009458241826,-0.06647908329701546,0.3755371230910602
33,CTGAN,Boosting regressor,-0.1857394348220025,3.2884105030747843,-0.1858276423611367,0.3628029511266593
34,CTGAN,Boosting regressor,-0.0545622910270771,3.0475463721923086,-0.056894278001127896,0.38588343300836403
35,CTGAN,Boosting regressor,-0.08070681052644857,3.7143145883162516,-0.08081494332212391,0.8146253706380818
36,CTGAN,Boosting regressor,-0.09888470723844134,3.2385847936997316,-0.10350016634931203,1.126043152361157
37,CTGAN,Boosting regressor,-0.13484388328841135,3.2219806592328966,-0.14304633328892002,0.6299727334276362
38,CTGAN,Boosting regressor,-0.18917139678605954,2.9025713389419203,-0.20101621196122887,0.6080853222958382
39,CTGAN,Boosting regressor,-0.15696780741282845,3.165780322547831,-0.15961635052949075,1.1692856546317405
40,CTGAN,Boosting regressor,-0.1076805056307848,3.914936191973749,-0.10928749014177108,0.83911327210379
41,CTGAN,Boosting regressor,-0.09788377824315053,2.921941805549818,-0.11156495216835016,0.38854017045529377
42,CTGAN,Boosting regressor,-0.1444636822895431,3.1203482213570344,-0.1849017434443323,0.36144799185564713
43,CTGAN,Boosting regressor,-0.15468271204743234,3.289959756812535,-0.1560976449539535,0.6672161216122277
44,CTGAN,Boosting regressor,-0.09409083850239841,2.9440782018280784,-0.10204445066284262,0.8351804881564157
45,CTGAN,Boosting regressor,-0.12892359278863186,3.512324896970034,-0.13471087402268878,0.6327696714480956
46,CTGAN,Boosting regressor,-0.13154661365820486,3.9049137411443366,-0.14942097787805841,0.5796083464865305
47,CTGAN,Boosting regressor,-0.10139595143121127,3.1134200836047086,-0.1015241783171672,0.7996733859414905
0,CTGANConsistency,Boosting regressor,-0.08983844444308242,2.6386237640711907,-0.10277184270158402,0.3158514707612022
1,CTGANConsistency,Boosting regressor,-0.05563146839095934,3.1353602873338797,-0.057502702240029846,0.768258892425059
2,CTGANConsistency,Boosting regressor,-0.16749537397784664,3.204130600720315,-0.16801347658499055,0.7219389441954528
3,CTGANConsistency,Boosting regressor,-0.07209252529302423,3.521776072433981,-0.09161131317053206,0.8679882728708177
4,CTGANConsistency,Boosting regressor,-0.08665118431419216,2.744092093567179,-0.08784477463146922,0.6499742010739317
5,CTGANConsistency,Boosting regressor,-0.10076450072223553,3.054534035693094,-0.13571695137935147,0.6849196796354775
6,CTGANConsistency,Boosting regressor,-0.07463692267025857,3.1889313471394534,-0.07596315884640492,0.5731724648438994
7,CTGANConsistency,Boosting regressor,-0.10813336502288973,3.5914029139850485,-0.10851657391061642,0.7575651074857184
8,CTGANConsistency,Boosting regressor,-0.05998314096395019,3.1444640660116745,-0.06472939144641221,0.8008014117713911
9,CTGANConsistency,Boosting regressor,-0.11373207104198402,3.5837905370834195,-0.11379357832782566,0.6605192444608583
10,CTGANConsistency,Boosting regressor,-0.053143174873217625,3.3296557375820095,-0.05603380237265765,0.7322696358354841
11,CTGANConsistency,Boosting regressor,-0.114569109300654,3.024109451782624,-0.11457460635293826,1.187747411639618
12,CTGANConsistency,Boosting regressor,-0.17542466232450793,3.5657103936028554,-0.1827291329073537,0.5797438555234189
13,CTGANConsistency,Boosting regressor,-0.13545194166734165,2.912882157482855,-0.135710413943958,1.1274057829734256
14,CTGANConsistency,Boosting regressor,-0.09674923386672019,3.5733958699399384,-0.11233108226793442,0.8894901125340382
15,CTGANConsistency,Boosting regressor,-0.16219585317210816,3.3785218228194522,-0.1801777681079113,0.7852447603566911
16,CTGANConsistency,Boosting regressor,-0.02726023794639154,3.319933052675024,-0.02735550205243653,1.3003168316855138
17,CTGANConsistency,Boosting regressor,-0.19766116415558455,2.6696942919005617,-0.19964443568941648,0.4249578071942457
18,CTGANConsistency,Boosting regressor,-0.06600717863790106,3.1434169077087137,-0.0682978755489041,0.6300882084101481
19,CTGANConsistency,Boosting regressor,-0.031004455950589538,3.3489780125079003,-0.031761499247293656,0.4041747553789004
20,CTGANConsistency,Boosting regressor,-0.0239024838301789,3.280469662501357,-0.024329395646348395,0.487852785383146
21,CTGANConsistency,Boosting regressor,-0.14752266074906384,3.451424241823254,-0.1554017791468425,1.2720608462540788
22,CTGANConsistency,Boosting regressor,-0.1361294789653451,3.5660276253705234,-0.1611786830434978,0.6528559268660414
23,CTGANConsistency,Boosting regressor,-0.11477679011493813,3.1834117906920394,-0.12439537100295284,0.5562363195401036
24,CTGANConsistency,Boosting regressor,-0.19074247443930759,3.055633933570024,-0.19473117768652104,0.6212040960115183
25,CTGANConsistency,Boosting regressor,-0.07883913385631969,3.4559629201707027,-0.09069059326681517,0.6738410627561362
26,CTGANConsistency,Boosting regressor,-0.15164117131958021,3.656565864201081,-0.15698126023558068,1.3351101111251569
27,CTGANConsistency,Boosting regressor,-0.10483794513610967,3.748070424597525,-0.11079501817927251,1.063844633150929
28,CTGANConsistency,Boosting regressor,-0.06976745273122442,2.741806291533977,-0.07018505107413286,0.6148817758202844
29,CTGANConsistency,Boosting regressor,-0.13975233796415476,3.280877795792489,-0.14934906724183472,0.741575883965153
30,CTGANConsistency,Boosting regressor,-0.12739548106488363,3.169139685033525,-0.1321012268234092,0.4619312246547878
31,CTGANConsistency,Boosting regressor,-0.05714604568313608,3.278654172317487,-0.05831469347883833,0.6092421425039803
32,CTGANConsistency,Boosting regressor,-0.09522593231879006,3.044251372947806,-0.0978943256101179,0.691447217407989
33,CTGANConsistency,Boosting regressor,-0.06997803683433124,3.676498173335668,-0.07040940830308728,0.7129333993040213
34,CTGANConsistency,Boosting regressor,-0.07947344689021696,3.4790615288502886,-0.08760182799090721,0.62406548916321
35,CTGANConsistency,Boosting regressor,-0.1529921873333795,3.045608987713243,-0.2046931737091635,0.3762841570753066
36,CTGANConsistency,Boosting regressor,-0.06661164410209275,3.423931633293339,-0.06990848371412506,1.5264584484780266
37,CTGANConsistency,Boosting regressor,-0.24751208642884936,3.3387544206035433,-0.24845374592734681,0.5445740151228804
38,CTGANConsistency,Boosting regressor,-0.07737148869086652,3.352229333549242,-0.0774386398875424,0.6839119822834969
39,CTGANConsistency,Boosting regressor,-0.013742082072133233,3.3058726657856905,-0.02811332208723294,0.5909253526789994
40,CTGANConsistency,Boosting regressor,-0.06448577918236031,3.591586740885012,-0.0674320955322607,1.313980226532613
41,CTGANConsistency,Boosting regressor,-0.13484207318855246,3.3344297938323364,-0.13637972667064435,0.5601366892599572
42,CTGANConsistency,Boosting regressor,-0.13368199855857044,3.034976196632821,-0.13794916501020316,0.34270562748976646
43,CTGANConsistency,Boosting regressor,-0.19302128089009174,2.8075934266655,-0.19315657419408705,0.6518025196737605
44,CTGANConsistency,Boosting regressor,-0.16374577237971844,2.6778063122528923,-0.17094979948574118,0.41286022776804543
45,CTGANConsistency,Boosting regressor,-0.26020289190069934,3.0829283804536587,-0.2699285530377755,0.5554904416389376
46,CTGANConsistency,Boosting regressor,-0.09424404115878504,3.431869483128753,-0.10089455769516098,0.7924177722438388
47,CTGANConsistency,Boosting regressor,-0.1550094098001935,2.93169939949677,-0.15625125958843467,0.5730516974013002
