Exp. number,gener. method,class. method,f1,precision,recall,accuracy
35,TabFairGan,Boosting classifier,0.7746512262974377,0.7869860082787075,0.765648762185828,0.8167607823880841
36,TabFairGan,Boosting classifier,0.7755389597466598,0.7838719698175047,0.7692057457111748,0.8080039283083722
37,TabFairGan,Boosting classifier,0.7926678634686906,0.805319448298119,0.7837858006776492,0.8238808413127097
38,TabFairGan,Boosting classifier,0.7930040535260289,0.7979234983859663,0.7889271687254931,0.8171699811768557
39,TabFairGan,Boosting classifier,0.7969468889457769,0.8037980904523967,0.7913711018045575,0.8265815533186022
40,TabFairGan,Boosting classifier,0.7924138026298805,0.7995382097484791,0.7869696969876573,0.8161060643260496
41,TabFairGan,Boosting classifier,0.7827611360532738,0.789204752740198,0.7776154647318065,0.8117685571650708
42,TabFairGan,Boosting classifier,0.7953781255922407,0.8048026020119075,0.7882763414040638,0.82445371961699
43,TabFairGan,Boosting classifier,0.780018962958663,0.7829057590913671,0.7774528153909703,0.8066944921843031
44,TabFairGan,Boosting classifier,0.7855866401651599,0.7923263109226757,0.780035578140707,0.8206890907602914
45,TabFairGan,Boosting classifier,0.777422256809958,0.7855956051390507,0.7709581241038634,0.8149603077174892
46,TabFairGan,Boosting classifier,0.7758280976741472,0.782908710788952,0.7701878625304805,0.8098044029789672
47,TabFairGan,Boosting classifier,0.8145659456766804,0.8191810814616767,0.8104937344145384,0.8432768639004828
0,TabFairGanConsistent,Boosting classifier,0.7801839611563184,0.7840360747401526,0.7767588559315188,0.8164334233570668
1,TabFairGanConsistent,Boosting classifier,0.7883060105132504,0.7861436914203483,0.7907895178530415,0.8057942548490057
2,TabFairGanConsistent,Boosting classifier,0.793034647113167,0.7983215432172719,0.7885996905696997,0.8211801293068173
3,TabFairGanConsistent,Boosting classifier,0.7755458880566959,0.7877964206714586,0.7667564707429501,0.814387429413209
4,TabFairGanConsistent,Boosting classifier,0.7915968482359492,0.7992205379946267,0.7855438800370022,0.8223258859153777
5,TabFairGanConsistent,Boosting classifier,0.7931224000284791,0.8024620342536919,0.7861095003925431,0.822162206399869
6,TabFairGanConsistent,Boosting classifier,0.7944228956851846,0.7991369366153435,0.7903880776081748,0.8226532449463949
7,TabFairGanConsistent,Boosting classifier,0.7969561643319596,0.8032098903783683,0.7918413020204551,0.8246173991324985
8,TabFairGanConsistent,Boosting classifier,0.7814699547506145,0.7840529140679066,0.7790995185841161,0.8146329486864718
9,TabFairGanConsistent,Boosting classifier,0.7719573884275688,0.7860085140432989,0.7619816544933422,0.8168426221458385
10,TabFairGanConsistent,Boosting classifier,0.8024770710962656,0.8109193167975532,0.7959052739836241,0.8302643424175464
11,TabFairGanConsistent,Boosting classifier,0.7913359423014761,0.796153614664401,0.7872936397039797,0.8173336606923643
12,TabFairGanConsistent,Boosting classifier,0.789428884728884,0.7917596251493035,0.7873078012446115,0.814141910139946
13,TabFairGanConsistent,Boosting classifier,0.7744209854994629,0.7827301597061294,0.7681811862942715,0.8055487355757427
14,TabFairGanConsistent,Boosting classifier,0.7814350449863249,0.7906810501776118,0.7742742458809653,0.8185612570586791
15,TabFairGanConsistent,Boosting classifier,0.786476607551968,0.7961128440260363,0.7790615390863616,0.8222440461576234
16,TabFairGanConsistent,Boosting classifier,0.7822930241941455,0.7845856597151828,0.7802034691925017,0.8089041656436697
17,TabFairGanConsistent,Boosting classifier,0.7919078703092466,0.8012288217259412,0.7848272431281207,0.8227350847041492
18,TabFairGanConsistent,Boosting classifier,0.7985021099416514,0.8010531728849253,0.7961485040922562,0.8279728292004256
19,TabFairGanConsistent,Boosting classifier,0.7786395470502216,0.7845858962200507,0.7737033324879699,0.8132416728046485
20,TabFairGanConsistent,Boosting classifier,0.7924679633981143,0.8037154551709548,0.7841926526387346,0.8252721171945331
21,TabFairGanConsistent,Boosting classifier,0.7988385656212252,0.8025042879502428,0.795549925742165,0.8298551436287749
22,TabFairGanConsistent,Boosting classifier,0.7842010812017401,0.7935951611711446,0.7771802477273351,0.8156150257795237
23,TabFairGanConsistent,Boosting classifier,0.7844679239658416,0.7917372888581202,0.7785737429762466,0.8196251739094852
24,TabFairGanConsistent,Boosting classifier,0.7790600762274983,0.7888073427435135,0.771988438725943,0.8097225632212128
25,TabFairGanConsistent,Boosting classifier,0.7992253428011178,0.8089862171200182,0.7916990533610251,0.8313282592683525
26,TabFairGanConsistent,Boosting classifier,0.7724592740673001,0.7809816879972529,0.7657361209888855,0.8132416728046485
27,TabFairGanConsistent,Boosting classifier,0.7855819589459602,0.7952171028433017,0.7783889109034405,0.81725182093461
28,TabFairGanConsistent,Boosting classifier,0.7898190344952858,0.7979444427195191,0.7832701646483977,0.8260905147720763
29,TabFairGanConsistent,Boosting classifier,0.8071611404800059,0.8105015841110901,0.8042063728548332,0.8296096243555119
30,TabFairGanConsistent,Boosting classifier,0.787527901933413,0.7941176543820438,0.7823688481067615,0.8131598330468942
31,TabFairGanConsistent,Boosting classifier,0.7716034224279338,0.7802779925862443,0.7651004023621439,0.8048940175137081
32,TabFairGanConsistent,Boosting classifier,0.7745857330004784,0.7783498385581139,0.7712777706589568,0.8082494475816352
33,TabFairGanConsistent,Boosting classifier,0.7894144639481653,0.7970196037832973,0.783443863815615,0.819052295605205
34,TabFairGanConsistent,Boosting classifier,0.8045716816443129,0.8064850263565637,0.8027972565621582,0.8264997135608478
35,TabFairGanConsistent,Boosting classifier,0.7949040283378925,0.8058268057565288,0.7868506572380103,0.8261723545298306
36,TabFairGanConsistent,Boosting classifier,0.7863079579984407,0.795765744578691,0.7791321307731766,0.819297814878468
37,TabFairGanConsistent,Boosting classifier,0.7928675340917797,0.7949930273227731,0.7908937007728478,0.8210982895490629
38,TabFairGanConsistent,Boosting classifier,0.7695714107476258,0.7796997466651603,0.7621540512825073,0.8060397741222686
39,TabFairGanConsistent,Boosting classifier,0.7778868817980755,0.7810645810859359,0.7751099769578378,0.8038301006629021
40,TabFairGanConsistent,Boosting classifier,0.7882650585543693,0.794777490443775,0.7828586008372835,0.8228169244619036
41,TabFairGanConsistent,Boosting classifier,0.8020184450911916,0.8078055925714407,0.7973147280040078,0.8253539569522874
42,TabFairGanConsistent,Boosting classifier,0.7748293306028871,0.7807016746247428,0.7700885743978463,0.8050576970292168
43,TabFairGanConsistent,Boosting classifier,0.7771806977336693,0.7863941139885522,0.7704590605621406,0.8072673704885833
44,TabFairGanConsistent,Boosting classifier,0.784410026329298,0.7879090088941698,0.7813053352254369,0.8151239872329978
45,TabFairGanConsistent,Boosting classifier,0.7741478874598882,0.7789722641948269,0.770044077220557,0.8082494475816352
46,TabFairGanConsistent,Boosting classifier,0.7799460453538136,0.7849096875307273,0.7757969141150904,0.8093952041901956
47,TabFairGanConsistent,Boosting classifier,0.79337220793319,0.797379508236048,0.7899160138075434,0.8188067763319421
