Exp. number,gener. method,regg. method,explained_variance,max_error,r2,mean_squared_error
20,CTGANConsistency,Boosting regressor,-0.46632458381695874,2.7803702637788694,-0.5090697137604498,1.3320102038564687
21,CTGANConsistency,Boosting regressor,0.0732011660937103,2.8148313365213604,0.06361385191942481,1.3212855253641271
22,CTGANConsistency,Boosting regressor,-0.759099168721656,2.9251175553295155,-0.8409339340703668,2.052204532549362
23,CTGANConsistency,Boosting regressor,-0.15912187620242002,2.5993610725815617,-0.6125007865931811,1.3487542713925258
24,CTGANConsistency,Boosting regressor,-0.30094550880945126,2.8916821645131536,-0.3488149600867003,1.478928691737649
25,CTGANConsistency,Boosting regressor,-0.37282617840373855,2.5065962181609542,-0.373242733719652,1.054176066056699
26,CTGANConsistency,Boosting regressor,-0.26873559548260184,2.5297309083921258,-0.37170183159018566,1.1738512215850536
27,CTGANConsistency,Boosting regressor,-0.2849474219069452,2.0884505028749683,-0.29616813292076394,1.13223836723161
28,CTGANConsistency,Boosting regressor,-0.14869070915250426,2.3063774570276445,-0.15349902811885419,0.9475837482672091
29,CTGANConsistency,Boosting regressor,-0.15840482364669461,2.9051078383356193,-0.16888119126427847,1.3578724342131903
30,CTGANConsistency,Boosting regressor,-0.49885638244168384,2.457039363580791,-0.7127768841905562,1.5801542218943478
31,CTGANConsistency,Boosting regressor,-0.3466704087455601,2.979016026240326,-0.3489689444492734,1.7946570487346576
32,CTGANConsistency,Boosting regressor,-0.6824184986984887,3.0402720048247582,-0.6875873333886804,2.6876662440766577
33,CTGANConsistency,Boosting regressor,-0.01846228839504338,2.7406710205741973,-0.01918388082011635,0.7387560774496563
34,CTGANConsistency,Boosting regressor,-0.0010159743812812039,2.5170065456676296,-0.015936406681746007,1.2158194718686453
35,CTGANConsistency,Boosting regressor,-0.11325325653021157,3.019829645138904,-0.14027004050786696,1.4968501487197026
36,CTGANConsistency,Boosting regressor,-0.3937661864019637,3.5595585785460844,-0.42623951667746307,1.7695283962412938
37,CTGANConsistency,Boosting regressor,-0.3602603121082055,3.5499140121112154,-0.42018574091936634,2.5166134538914684
38,CTGANConsistency,Boosting regressor,-0.4318326806319637,2.9689684572738404,-0.4322265037603019,2.147220524568839
39,CTGANConsistency,Boosting regressor,-0.7113465573321935,2.6120410879543225,-0.7570082322092802,1.7149257699421718
40,CTGANConsistency,Boosting regressor,-0.20705512586296204,2.5315070998583966,-0.21123452940736454,0.9632680089697233
41,CTGANConsistency,Boosting regressor,-0.6033773489307623,2.8705133173120148,-0.6037629877274286,1.9686365411823312
42,CTGANConsistency,Boosting regressor,-0.05564085474952152,2.552336271790474,-0.1989007426045457,1.6415878918045979
43,CTGANConsistency,Boosting regressor,-0.027993957015668647,2.735582777542156,-0.1066241478564045,1.2884686342703677
44,CTGANConsistency,Boosting regressor,-0.40125415121083785,2.5840904780228824,-0.4291906561279817,1.995683729709956
45,CTGANConsistency,Boosting regressor,0.07015783285484656,2.1771452955827386,0.041107813829145856,1.2581645540742374
46,CTGANConsistency,Boosting regressor,-0.4302296047989942,2.157629681329574,-0.4407824941539329,0.894485341131673
47,CTGANConsistency,Boosting regressor,-0.3152647820053265,3.1949227729665473,-0.36191470914625556,1.6604821577276945
0,TabFairGan,Boosting regressor,0.6088402785147755,2.4071703966400193,0.5879973619103955,0.21984202086011737
1,TabFairGan,Boosting regressor,0.956363423262242,0.2936007411634791,0.9538882858004516,0.012675415968321327
2,TabFairGan,Boosting regressor,0.7142027662246637,0.7960778137333249,0.707153661503465,0.06945093998741708
3,TabFairGan,Boosting regressor,1.0,9.869779860061101e-08,0.0,9.741255448606773e-15
4,TabFairGan,Boosting regressor,-0.18888154025305304,1.0243623176803052,-0.21522585208847778,0.12707252343676892
5,TabFairGan,Boosting regressor,0.8913397462727729,0.3211448716864207,0.8472952110228074,0.009763178246331362
6,TabFairGan,Boosting regressor,0.0,0.8911979046477211,0.0,0.022692391578909496
7,TabFairGan,Boosting regressor,0.7705217563611705,0.9327862439380474,0.7704646041294416,0.18962481043660384
8,TabFairGan,Boosting regressor,1.0,3.995990245364567e-07,0.0,1.596793804104877e-13
9,TabFairGan,Boosting regressor,0.41522041258196696,0.7407493415396191,0.37779679630656093,0.06296930931715002
10,TabFairGan,Boosting regressor,0.36084132925185375,0.5814342742569931,0.34786872974526173,0.07095325808190281
11,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
12,TabFairGan,Boosting regressor,0.5500105595621132,1.0057919087476543,0.5448409328779034,0.09099194732634935
13,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
14,TabFairGan,Boosting regressor,0.9378559541387833,0.21845171883281778,0.9357711715222518,0.0013675557195594273
15,TabFairGan,Boosting regressor,0.4079776583422686,0.717721537209101,0.39802070801844913,0.08843161167714639
16,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
17,TabFairGan,Boosting regressor,0.8631922148757883,0.4562999396217544,0.8613842330183611,0.017605281751727278
18,TabFairGan,Boosting regressor,0.07458232841462531,0.5392786169810908,0.01996908974227163,0.013832812516865595
19,TabFairGan,Boosting regressor,0.15309107598279315,0.7882355088809166,0.15300068601121364,0.11589883777733359
20,TabFairGan,Boosting regressor,0.19901006762123818,1.912355881583213,0.190474720869098,0.38669504729732984
21,TabFairGan,Boosting regressor,0.596403907616409,2.2931264410496386,0.5852470606322756,0.23829583250869996
22,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
23,TabFairGan,Boosting regressor,0.6179979199758021,2.3013868981297367,0.5916628837511846,0.3045034837384197
24,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
25,TabFairGan,Boosting regressor,0.9051326932980112,0.8332430250498948,0.9042801242236862,0.03070145206254786
26,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
27,TabFairGan,Boosting regressor,0.9646896556842225,0.4211105788628643,0.9642119835208993,0.02075191853957729
28,TabFairGan,Boosting regressor,0.7522139757542916,0.7286048725713945,0.7293668145662674,0.04268417415494238
29,TabFairGan,Boosting regressor,-0.041844863740116534,0.8124988419075903,-0.08002143089357872,0.1014080333209529
30,TabFairGan,Boosting regressor,0.5729553185729042,1.0086145432856575,0.5546050497909013,0.06882579044595362
31,TabFairGan,Boosting regressor,0.2963731163641171,0.6937533878912673,0.29584374045449724,0.04374514226609166
32,TabFairGan,Boosting regressor,-2.220446049250313e-16,0.7338313189278749,-0.12439054809034267,0.22529197246528884
33,TabFairGan,Boosting regressor,0.4849860833168079,0.7076258831207781,0.48209335005614784,0.06311371918076432
34,TabFairGan,Boosting regressor,-0.08866103037421591,1.4117390760869382,-0.09597405101224088,0.17406094753222434
35,TabFairGan,Boosting regressor,0.4261476549815848,0.5295709522008736,0.41541048701872807,0.020177049700606686
36,TabFairGan,Boosting regressor,0.5398026031863319,1.452746407463095,0.5397987664957076,0.1657976095890611
37,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
38,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
39,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
40,TabFairGan,Boosting regressor,0.4156623366545752,0.7979419496132064,0.4156118395844709,0.11889167612087882
41,TabFairGan,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
42,TabFairGan,Boosting regressor,0.9963929711029229,0.020936038884925345,0.996286921091918,1.2523363560107682e-05
43,TabFairGan,Boosting regressor,0.9438821377019031,0.7664138761218585,0.9425757830126446,0.06569011115136669
44,TabFairGan,Boosting regressor,0.7160913074292242,0.6007791426936355,0.7157327393252686,0.017937799951839754
45,TabFairGan,Boosting regressor,0.589246837234257,0.687651746799073,0.5333676376862759,0.05546540926918086
46,TabFairGan,Boosting regressor,0.5575646856008057,0.7772769113887338,0.5550240976549619,0.06519531117156632
47,TabFairGan,Boosting regressor,0.9101942924183656,0.32693050958776326,0.9044304402868736,0.008405909182526974
0,TabFairGanConsistent,Boosting regressor,1.0,4.827104955751338e-07,0.0,2.330094225383913e-13
1,TabFairGanConsistent,Boosting regressor,0.044625376649604864,0.8757571645978653,0.03673705022270046,0.13486416426480946
2,TabFairGanConsistent,Boosting regressor,-0.9388245908004966,0.6334308001618311,-0.9444030011792481,0.11907523793945878
3,TabFairGanConsistent,Boosting regressor,-0.6056945420088775,0.8896283115213423,-0.657089287172163,0.024686222635543004
4,TabFairGanConsistent,Boosting regressor,0.8595972782246062,0.3521774842078682,0.8590721076624142,0.011853568917725854
5,TabFairGanConsistent,Boosting regressor,0.8019216165092957,0.3594284158567691,0.7986804042531651,0.009583225201781363
6,TabFairGanConsistent,Boosting regressor,0.48320444550901454,1.7912453489213944,0.4804057391638281,0.2859563338091754
7,TabFairGanConsistent,Boosting regressor,0.9386349932527369,0.18090658388567227,0.9383170538457455,0.0029593373646446194
8,TabFairGanConsistent,Boosting regressor,0.011849980082813572,1.0098724830777672,-0.017552897794925082,0.16816012541943173
9,TabFairGanConsistent,Boosting regressor,0.5904419125135933,1.904125709455598,0.582187632968022,0.1507917614618397
10,TabFairGanConsistent,Boosting regressor,0.7837706527629527,0.20997226404663238,0.7690199973970232,0.004116110551207479
11,TabFairGanConsistent,Boosting regressor,-0.34205282767605105,1.111911812228406,-0.34330253569880376,0.13501296480533398
12,TabFairGanConsistent,Boosting regressor,-0.1505567391663345,1.13798242572051,-0.20566185184439711,0.13168603176370164
13,TabFairGanConsistent,Boosting regressor,0.2281966796052538,1.9561200183306142,0.22819531148434535,0.24644056769431205
14,TabFairGanConsistent,Boosting regressor,0.39024241554089256,1.0632208822501346,0.39023588159505007,0.11623075112210782
15,TabFairGanConsistent,Boosting regressor,1.0,3.823778742528816e-07,0.0,1.4621283871815256e-13
16,TabFairGanConsistent,Boosting regressor,0.09480371984594682,0.6869634544307157,0.052424917539463656,0.02306610392448167
17,TabFairGanConsistent,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
18,TabFairGanConsistent,Boosting regressor,0.7163885268749682,0.7982963691639129,0.6830156532582135,0.046286325482624936
19,TabFairGanConsistent,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
20,TabFairGanConsistent,Boosting regressor,0.5114494330780224,1.0634787280778302,0.5114403424989349,0.05413122968473552
21,TabFairGanConsistent,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
22,TabFairGanConsistent,Boosting regressor,-0.05334335596224715,0.9415113436670876,-0.05334369482662593,0.07361139764492781
23,TabFairGanConsistent,Boosting regressor,0.417076888297535,2.4734176610367262,0.40718242723244047,0.4034927941746931
24,TabFairGanConsistent,Boosting regressor,0.9443197125090843,0.6264209507892757,0.9431221168428305,0.06727050896264147
25,TabFairGanConsistent,Boosting regressor,-0.18568841517559775,1.8253371470825543,-0.20211167308222033,0.5255724316178976
26,TabFairGanConsistent,Boosting regressor,0.9219490666999,0.5521165448126335,0.9137397968002495,0.054318321512386955
27,TabFairGanConsistent,Boosting regressor,0.49063794995333376,0.8312059214595986,0.4900961269480235,0.027801628088545045
28,TabFairGanConsistent,Boosting regressor,0.7908979478093293,0.9243225597948861,0.7903375817409689,0.10445546460408511
29,TabFairGanConsistent,Boosting regressor,0.22065073535313906,0.5241194717184368,0.21849421161535032,0.015468619451030438
30,TabFairGanConsistent,Boosting regressor,0.31263646514019516,0.4456529511181053,0.3125738673827563,0.022755109925294732
31,TabFairGanConsistent,Boosting regressor,-47.53720868346652,0.5716395130662115,-49.83399417801829,0.019058614619123875
32,TabFairGanConsistent,Boosting regressor,0.7985637492498174,0.4076634255360194,0.7747931454793634,0.008892534146245964
33,TabFairGanConsistent,Boosting regressor,0.8365005630265634,0.5472071011042854,0.831135362496753,0.009059280046980379
34,TabFairGanConsistent,Boosting regressor,0.1971024782202625,0.760524924866014,0.1698955809867504,0.05679295234705742
35,TabFairGanConsistent,Boosting regressor,0.4763186275236607,0.6610915777349993,0.47591850348320996,0.05098909837260367
36,TabFairGanConsistent,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
37,TabFairGanConsistent,Boosting regressor,0.9226912894844981,0.36821231217501094,0.9224671534078163,0.01056293534094832
38,TabFairGanConsistent,Boosting regressor,0.815541101854418,0.808254659676032,0.8150635622737693,0.03610271030400625
39,TabFairGanConsistent,Boosting regressor,0.42602149552791013,0.648562890633833,0.42576210217330146,0.05035755150635413
40,TabFairGanConsistent,Boosting regressor,0.7074870122729889,1.5689640347241223,0.6525705326150393,0.34887506261509144
41,TabFairGanConsistent,Boosting regressor,0.21043569070680024,1.3299712445675012,0.19100574555580552,0.21695829812377274
42,TabFairGanConsistent,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
43,TabFairGanConsistent,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
44,TabFairGanConsistent,Boosting regressor,1.0,6.661338147750939e-16,0.0,4.437342591868191e-31
45,TabFairGanConsistent,Boosting regressor,-0.08659548966300168,1.448413011223513,-0.09779034857399682,0.33943889533507043
46,TabFairGanConsistent,Boosting regressor,-0.7039347310380806,0.1437569759823345,-0.7049951403155368,0.0009779667006362125
47,TabFairGanConsistent,Boosting regressor,-0.7381497937604284,1.1436905880715451,-0.7755338897177302,0.1864000530967466
